Category,Cost,Cost Centre,Date,Description,Header Ref,Ledger,Nominal Code,Nominal Name,P&L Line,Project ID,Ref,Supplier ID,Type,Unit,Value
Subcontractor,7412,P-DIRECT,44866,2 x PTS hydro ops,INV-0527,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,356641,Sup000651,INV,BU008,2480.0
Subcontractor,191,P-SUB,44861,Temp services provided on site - M Smith,3955762,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,356652,Sup000648,INV,BU008,849.15
Subcontractor,9364,P-SUB,44861,Temp services - K Lewis,3955761,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,356653,Sup000648,INV,BU008,894.15
Subcontractor,4371,P-DIRECT,44864,Transport cost,P235876,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,356900,Sup000677,INV,BU008,654.0
Subcontractor,404,P-SUB,44862,"Blithbury Water
To supply up to 15,000L of non-chlorinated Water per
delivery",INV-2016351,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,357606,Sup000649,INV,BU008,7225.0
Subcontractor,5180,P-SUB,44862,"Sub-contractor services provided on EWR
6 shift (Site Management services) charged at 300.00 per shift",INV2233,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,357650,Sup000684,INV,BU008,1800.0
Subcontractor,2355,P-SUB,44862,Accommodation charge,INV2233,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,357651,Sup000684,INV,BU008,500.0
Subcontractor,3789,P-SUB,44865,"Sub-contractor services provided on Access 18
22 days charged at 180.00 per day",134,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,357832,Sup000654,INV,BU008,4078.8
Subcontractor,1496,P-SUB,44862,"Tractor, Operator with Sub-soiler
Day rate",INV-2016354,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,357841,Sup000649,INV,BU008,840.0
Subcontractor,4049,P-SUB,44869,"Sub-contractor services provided on site
4 days charged at 190.00 per day",INV-0090,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358290,Sup000668,INV,BU008,760.0
Subcontractor,2218,P-SUB,44869,"Chainsaw, brushcutter and hedge cutter provided",INV-0090,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358291,Sup000668,INV,BU008,50.0
Subcontractor,4286,P-SUB,44869,Mileage claim,INV-0090,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358292,Sup000668,INV,BU008,291.15
Subcontractor,8192,P-SUB,44857,"Sub-contractor services provided on site
Site Supervison",RSK007,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358294,Sup000693,INV,BU008,1100.0
Subcontractor,8991,P-SUB,44857,Saturday work,RSK007,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358295,Sup000693,INV,BU008,220.0
Subcontractor,8113,P-SUB,44857,Purchase of petrol cannister for hydro seeder,RSK007,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358296,Sup000693,INV,BU008,21.54
Subcontractor,9353,P-SUB,44857,"Sub-contractor services provided on site
Site Supervisor",RSK008,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358298,Sup000693,INV,BU008,1100.0
Subcontractor,4540,P-SUB,44870,"Sub-contractor services provided on site
Site Supervisor",RSK009,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358299,Sup000693,INV,BU008,1100.0
Subcontractor,8994,P-SUB,44869,"Sub-contractor services provided on site
3 days charged at 160.00 per day",INV00252,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358300,Sup000659,INV,BU008,480.0
Subcontractor,3170,P-SUB,44869,"Mileage claim, paid at .45p per mile",INV00252,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358301,Sup000659,INV,BU008,266.85
Subcontractor,1535,P-SUB,44869,"Sub-contractor services provided on site
SSSTS",50,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358302,Sup000669,INV,BU008,675.0
Subcontractor,1433,P-SUB,44869,Daily allowance,50,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358303,Sup000669,INV,BU008,80.0
Subcontractor,6672,P-SUB,44869,"Mileage claim, paid at .45 per mile",50,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358304,Sup000669,INV,BU008,221.4
Subcontractor,8195,P-SUB,44869,"Accommodation allowance
paid at 70.00 per night",50,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358305,Sup000669,INV,BU008,280.0
Subcontractor,9116,P-SUB,44869,Brush cutter plus operator (2 men for 2 days),INV-2016375,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358307,Sup000649,INV,BU008,2030.0
Material Supplier,9147,P-DIRECT,44834,CIS WORKS,1247,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358587,Sup000664,INV,BU008,915.4
Subcontractor,2717,P-SUB,44869,"Tractor, Operator with Sub-soiler
Day rate",INV-2016376,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358601,Sup000649,INV,BU008,3360.0
Subcontractor,9325,P-SUB,44841,"Sub-contractor services provided on site
5 days charged at 190.00 per day",1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358610,Sup000664,INV,BU008,950.0
Subcontractor,7910,P-SUB,44841,Daily subsistence,1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358611,Sup000664,INV,BU008,125.0
Subcontractor,8701,P-SUB,44841,Mileage claim,1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358612,Sup000664,INV,BU008,137.25
Subcontractor,7525,P-SUB,44841,Mileage claim for trailer,1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358613,Sup000664,INV,BU008,13.65
Subcontractor,3944,P-SUB,44841,Purchase of 40 x water bottles,1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358614,Sup000664,INV,BU008,5.0
Subcontractor,7887,P-SUB,44841,Mileage claim for driving to lichfield,1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358615,Sup000664,INV,BU008,101.7
Subcontractor,1540,P-SUB,44841,"Overtime claim
1 hour charged at 19.00 per hour",1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358616,Sup000664,INV,BU008,19.0
Hire Supplier,6458,P-SUB,44841,Trailer hire (agreed by Marie Sanchez),1248,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358617,Sup000664,INV,BU008,200.0
Subcontractor,8649,P-SUB,44848,Sub-contractor services provided on site,1250,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358621,Sup000664,INV,BU008,190.0
Subcontractor,9950,P-SUB,44848,Daily allowance,1250,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358622,Sup000664,INV,BU008,25.0
Subcontractor,6807,P-SUB,44848,Mileage claim,1250,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358623,Sup000664,INV,BU008,5.4
Subcontractor,9580,P-SUB,44848,Trailer mileage claim,1250,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358624,Sup000664,INV,BU008,118.3
Subcontractor,3021,P-SUB,44855,Sub-contractor services provided on site,1251,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358625,Sup000664,INV,BU008,950.0
Subcontractor,5789,P-SUB,44855,Daily allowance,1251,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358626,Sup000664,INV,BU008,125.0
Subcontractor,9285,P-SUB,44855,Mileage claim,1251,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358627,Sup000664,INV,BU008,141.3
Subcontractor,9037,P-SUB,44855,Trailer mileage claim,1251,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358628,Sup000664,INV,BU008,9.75
Hire Supplier,8839,P-SUB,44855,Trailer hire (agreed by Marie Sanchez),1251,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358629,Sup000664,INV,BU008,200.0
Subcontractor,1972,P-SUB,44872,"Sub-contractor services provided on site
5 days charged at 250.00 per day",1362,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358633,Sup000672,INV,BU008,1250.0
Subcontractor,8865,P-SUB,44862,Sub-contractor services provided on site,1252,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358668,Sup000664,INV,BU008,950.0
Subcontractor,263,P-SUB,44862,Daily allowance,1252,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358669,Sup000664,INV,BU008,125.0
Subcontractor,2169,P-SUB,44862,Mileage claim,1252,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358670,Sup000664,INV,BU008,139.5
Subcontractor,6354,P-SUB,44862,trailer mileage,1252,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358671,Sup000664,INV,BU008,20.15
Hire Supplier,1008,P-SUB,44862,Trailer hire (agreed by Marie Sanchez),1252,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358672,Sup000664,INV,BU008,200.0
Subcontractor,8379,P-SUB,44869,Sub-contractor services provided on site,1253,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358673,Sup000664,INV,BU008,950.0
Subcontractor,3730,P-SUB,44869,Daily allowance,1253,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358674,Sup000664,INV,BU008,125.0
Subcontractor,6479,P-SUB,44869,Mileage claim,1253,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358675,Sup000664,INV,BU008,140.4
Subcontractor,4686,P-SUB,44869,Trailer mileage claim,1253,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358676,Sup000664,INV,BU008,145.6
Hire Supplier,1314,P-SUB,44869,Trailer hire (agreed by Marie Sanchez),1253,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358677,Sup000664,INV,BU008,200.0
Hire Supplier,2596,P-SUB,44869,Additional trailer hire for collection of telegraph pole for site,1253,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358678,Sup000664,INV,BU008,80.0
Subcontractor,185,P-DIRECT,44848,"Access 18, Avonmouth ongoing works:
Day rate Â£190
Subsistence per night: Â£25
Mileage non trailer Â£0.45
Mileage with trailer Â£0.65
Trailer hire per week: Â£200 

Total (for Focal P purposes only) = Â£416.10
Site address: Various ",1249,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358681,Sup000664,INV,BU008,760.0
Subcontractor,5624,P-DIRECT,44848,Trailer mileage,1249,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000666,358682,Sup000664,INV,BU008,13.65
Subcontractor,6938,P-SUB,44848,Mileage claim,1249,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358683,Sup000664,INV,BU008,133.2
Subcontractor,1348,P-SUB,44848,Daily allowance paid at 25.00 per day,1249,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358684,Sup000664,INV,BU008,100.0
Hire Supplier,3010,P-SUB,44848,Trailer hire (agreed by Marie Sanchez),1249,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000603,358685,Sup000664,INV,BU008,200.0
Subcontractor,59,P-SUB,44869,"Sub-contractor services provided on site
5 days charged at 400.00 per day",260,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358686,Sup000696,INV,BU008,2000.0
Subcontractor,5175,P-SUB,44866,"Sub-contractor services provided on site for two days to include:
2 x operative charged at 250.00 per man
SSSTS coverage = Â£300.00
Accommodation paid at 70.00 per night
Daily allowance paid at 20.00 per day
Fuel charge = 240.0",INV-0533,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000635,358705,Sup000651,INV,BU008,2236.0
Subcontractor,9273,P-DIRECT,44774,1 Lead fencer x 5 days,SI-615,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358717,Sup000653,INV,BU008,1500.0
Subcontractor,6321,P-DIRECT,44774,1 labourer x 5 days,SI-615,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358718,Sup000653,INV,BU008,1400.0
Hire Supplier,7945,P-DIRECT,44774,360 machine hire,SI-615,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358719,Sup000653,INV,BU008,450.0
Subcontractor,4335,P-SUB,44869,"Sub-contractor services provided on EWR 
5 days charged at 300.00 per day",INV2234,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358724,Sup000684,INV,BU008,1500.0
Subcontractor,2306,P-SUB,44869,Daily allowance plus accommodation,INV2234,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000606,358725,Sup000684,INV,BU008,400.0
Subcontractor,1749,P-DIRECT,44866,"HS2 Sublot 2 SSSTS Supervison for Hydroseeding - Lee Chilton
31st 2nd 3rd 4th Nov 2022 (Stood down 1st 2nd 3rd November) Qty 5 Unit price Â£320
TOTAL Â£16",INV-002014,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000602,358727,Sup000652,INV,BU008,1600.0
Subcontractor,9996,P-DIRECT,44866,"Work Vehicle Qty 2 @ unit price Â£95
TOTAL Â£1",INV-002014,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000602,358728,Sup000652,INV,BU008,190.0
Subcontractor,6227,P-DIRECT,44866,Monday 31st Unimog with side arm sub contract services,INV-002015,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000602,358729,Sup000652,INV,BU008,1200.0
Subcontractor,6039,P-DIRECT,44866,Operator Stephen White Sub Contract Services,INV-002015,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000602,358730,Sup000652,INV,BU008,320.0
Subcontractor,1486,P-DIRECT,44867,"Period/End 07/10/2022 T/S GEN002633481
L-00021912 Mr S Ahmed Basic Days 5.00 HOURS @ 391. 00/ HOUR",PINF2288163,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358732,Sup000656,INV,BU008,1955.0
Subcontractor,2433,P-DIRECT,44867,"Period/End 28/10/2022 T/S UT03295672
L-00021872 Mr A Malik Basic Days 5.00 DAYS @ 345. 00/ DAY
TOTAL Â£172",PINF2288027,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358733,Sup000656,INV,BU008,1725.0
Subcontractor,3766,P-DIRECT,44867,"Period/End 30/09/2022 T/S GEN002624067
T2U5235560 Mr F HamanBasic Days 5.00 HOURS @ 250. 00/ HOUR",PINF2288204,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358735,Sup000656,INV,BU008,1250.0
Subcontractor,8719,P-DIRECT,44867,"Period/End 28/10/2022 T/S GEN002635517
U-00063577 Mr M VuanicaBuasic Days 4.00 HOURS @ 230. 00/ HOUR
TOTAL Â£920.0",PINF2288287,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358737,Sup000656,INV,BU008,920.0
Subcontractor,6863,P-DIRECT,44867,"Period/End 30/09/2022 T/S GEN002625216
U-00071661 Mr J Booth Basic Days 4.00 HOURS @ 200. 00/ HOUR",PINF2288288,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358738,Sup000656,INV,BU008,800.0
Subcontractor,5543,P-DIRECT,44867,"Period/End 28/10/2022 T/S GEN002635519
T3U5747107 Mr R TunidauBasic Days 4.00 HOURS @ 215. 00/ HOUR
TOTAL Â£86",PINF2288289,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358739,Sup000656,INV,BU008,860.0
Subcontractor,2423,P-DIRECT,44867,"Period/End 28/10/2022 T/S GEN002635520
U-00071660 Mr J GalbraithBasic Days 5.00 HOURS @ 305. 00/ HOUR
TOTAL Â£152",PINF2288290,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000054,358740,Sup000656,INV,BU008,1525.0
Subcontractor,7681,P-DIRECT,44862,"HS2 Sublot 2 SSSTS Supervison for Hydroseeeding- Lee Chilton
26th 27th 28th Oct 2022 Qty 3 Unit price Â£320
TOTAL Â£9",INV-002013,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000602,358745,Sup000652,INV,BU008,960.0
Subcontractor,5905,P-DIRECT,44862,"Work Vehicle Qty 3 unit price Â£95
TOTAL Â£2",INV-002013,PL,691082004CIS,Subcontractors CIS,Subcontractors,Proj000602,358746,Sup000652,INV,BU008,285.0
